response_id,department,country,region,gender_group,age_band,job_level,tenure_band,work_model,Belonging,Employee Voice,Psychological Safety,Fairness & Opportunity,Inclusive Leadership,inclusion_index_1_5,inclusion_index_0_100,inclusion_outcome
R00887,Operations,SG,APAC,Women,50-59,Individual contributor,6-10 years,Onsite,4.333,1.667,3.0,3.667,2.667,3.067,51.7,2.667
R00890,Operations,SG,APAC,Women,50-59,Individual contributor,1-2 years,Hybrid,3.333,3.333,2.333,4.333,3.333,3.333,58.3,3.667
R00891,Operations,SG,APAC,Men,18-29,Individual contributor,10 years +,Onsite,3.333,1.333,3.333,3.0,3.333,2.867,46.7,3.667
R00892,Operations,SG,APAC,Women,40-49,Team lead,1-2 years,Onsite,3.0,3.0,3.667,5.0,3.0,3.533,63.3,2.667
R00893,Operations,SG,APAC,Men,40-49,Individual contributor,3-5 years,Onsite,4.0,2.667,2.0,2.667,4.333,3.133,53.3,3.667
R00895,Operations,SG,APAC,Women,60+,Individual contributor,3-5 years,Onsite,2.333,2.0,1.667,4.333,3.333,2.733,43.3,2.667
R00896,Operations,SG,APAC,Men,18-29,Individual contributor,10 years +,Onsite,3.0,3.667,2.667,3.333,1.667,2.867,46.7,4.667
R00897,Operations,SG,APAC,Women,18-29,Individual contributor,1-2 years,Hybrid,2.667,3.0,4.0,2.667,3.667,3.2,55.0,3.667
R00898,Operations,SG,APAC,Women,18-29,Individual contributor,3-5 years,Onsite,2.0,2.667,4.667,4.0,2.667,3.2,55.0,4.0
R00900,Operations,SG,APAC,Women,30-39,Individual contributor,1-2 years,Onsite,3.667,3.333,4.0,4.0,2.333,3.467,61.7,3.667
R00902,Operations,SG,APAC,Men,40-49,Individual contributor,3-5 years,Hybrid,4.333,4.333,4.333,3.333,2.333,3.733,68.3,3.0
R00903,Operations,SG,APAC,Men,40-49,Individual contributor,3-5 years,Onsite,3.333,3.0,3.0,3.333,3.333,3.2,55.0,3.333
R00906,Operations,SG,APAC,Women,30-39,Individual contributor,3-5 years,Onsite,4.333,3.0,4.333,4.333,3.0,3.8,70.0,3.0
R00907,Operations,DE,EMEA,Men,30-39,Individual contributor,1-2 years,Onsite,3.333,4.333,5.0,4.0,5.0,4.333,83.3,4.333
R00908,Operations,DE,EMEA,Women,30-39,Individual contributor,6-10 years,Onsite,3.667,5.0,2.667,2.0,3.0,3.267,56.7,3.667
R00909,Operations,DE,EMEA,Women,40-49,Individual contributor,6-10 years,Onsite,5.0,4.0,2.333,4.0,3.667,3.8,70.0,3.667
R00913,Operations,DE,EMEA,Men,50-59,Manager,1-2 years,Onsite,3.0,3.667,5.0,4.667,4.0,4.067,76.7,4.333
R00914,Operations,DE,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,4.667,3.667,3.0,4.667,4.667,4.133,78.3,4.333
R00917,Operations,CA,North America,Women,30-39,Individual contributor,3-5 years,Hybrid,5.0,3.0,5.0,1.667,4.333,3.8,70.0,5.0
R00918,Operations,CA,North America,Men,18-29,Manager,6-10 years,Onsite,3.333,4.333,4.333,3.0,5.0,4.0,75.0,4.667
R00919,Operations,CA,North America,Men,30-39,Individual contributor,6-10 years,Onsite,5.0,3.0,4.333,2.0,5.0,3.867,71.7,4.333
R00920,Operations,CA,North America,Women,40-49,Individual contributor,< 1 year,Hybrid,5.0,4.333,5.0,4.333,5.0,4.733,93.3,4.333
R00921,Operations,CA,North America,Women,60+,Individual contributor,< 1 year,Onsite,4.333,3.0,4.333,4.0,5.0,4.133,78.3,4.667
R00923,Operations,CA,North America,Men,30-39,Individual contributor,1-2 years,Hybrid,5.0,2.667,3.0,2.667,5.0,3.667,66.7,3.0
R00925,Operations,CA,North America,Men,50-59,Individual contributor,6-10 years,Onsite,3.667,5.0,2.667,3.333,5.0,3.933,73.3,3.0
R00926,Operations,CA,North America,Women,50-59,Individual contributor,3-5 years,Remote,4.667,2.667,5.0,2.333,4.0,3.733,68.3,4.0
R00928,Operations,CA,North America,Men,40-49,Individual contributor,10 years +,Onsite,4.667,3.333,4.0,3.333,4.333,3.933,73.3,4.0
R00929,Operations,CA,North America,Women,50-59,Individual contributor,1-2 years,Onsite,4.333,3.667,4.333,3.667,5.0,4.2,80.0,4.333
R00930,Operations,CA,North America,Men,30-39,Individual contributor,1-2 years,Onsite,4.667,2.333,4.0,3.333,5.0,3.867,71.7,4.333
R00932,Operations,CA,North America,Women,18-29,Team lead,6-10 years,Onsite,3.667,4.0,4.0,4.0,5.0,4.133,78.3,3.333
R00933,Operations,CA,North America,Women,40-49,Individual contributor,3-5 years,Onsite,4.667,2.667,4.667,2.333,5.0,3.867,71.7,5.0
R00934,Operations,CA,North America,Women,30-39,Team lead,3-5 years,Onsite,4.333,3.0,4.667,3.0,5.0,4.0,75.0,4.0
R00936,Operations,CA,North America,Men,18-29,Individual contributor,1-2 years,Onsite,5.0,4.333,3.333,2.667,5.0,4.067,76.7,3.333
R00937,Operations,CA,North America,Men,60+,Senior leader,< 1 year,Onsite,5.0,5.0,5.0,4.667,5.0,4.933,98.3,4.333
R00941,Operations,SG,APAC,Men,40-49,Manager,< 1 year,Onsite,4.333,4.333,3.667,3.0,4.667,4.0,75.0,4.333
R00942,Operations,SG,APAC,Men,18-29,Individual contributor,3-5 years,Onsite,3.333,4.333,3.667,2.667,3.667,3.533,63.3,2.0
R00943,Operations,SG,APAC,Non-binary / self-described,18-29,Team lead,3-5 years,Onsite,4.0,2.0,3.0,3.667,1.667,2.867,46.7,3.667
R00946,Operations,SG,APAC,Men,18-29,Individual contributor,3-5 years,Onsite,4.0,4.333,4.0,2.333,4.667,3.867,71.7,4.0
R00947,Operations,SG,APAC,Men,40-49,Team lead,1-2 years,Onsite,4.0,3.333,2.667,3.0,3.333,3.267,56.7,2.667
R00948,Operations,SG,APAC,Women,18-29,Team lead,3-5 years,Onsite,4.0,3.667,2.333,2.667,3.333,3.2,55.0,2.667
R00949,Operations,SG,APAC,Women,18-29,Individual contributor,1-2 years,Onsite,4.0,3.0,3.667,3.333,3.333,3.467,61.7,4.0
R00950,Operations,SG,APAC,Women,30-39,Individual contributor,1-2 years,Onsite,3.0,3.667,3.333,2.0,5.0,3.4,60.0,3.333
R00952,Operations,SG,APAC,Men,50-59,Individual contributor,1-2 years,Hybrid,4.667,3.333,2.667,4.0,4.333,3.8,70.0,3.667
R00953,Operations,SG,APAC,Women,30-39,Individual contributor,10 years +,Onsite,4.0,3.667,3.333,3.333,4.667,3.8,70.0,4.0
R00955,Operations,US,North America,Women,40-49,Individual contributor,3-5 years,Onsite,3.333,4.667,4.0,2.667,4.0,3.733,68.3,4.0
R00956,Operations,US,North America,Men,30-39,Individual contributor,3-5 years,Onsite,2.667,3.333,3.333,2.667,4.0,3.2,55.0,3.333
R00958,Operations,US,North America,Men,40-49,Individual contributor,1-2 years,Onsite,3.333,4.0,2.667,3.0,2.333,3.067,51.7,4.667
R00959,Operations,US,North America,Women,40-49,Team lead,< 1 year,Onsite,4.333,4.333,4.333,4.667,3.667,4.267,81.7,4.0
R00960,Operations,US,North America,Women,40-49,Individual contributor,6-10 years,Onsite,3.0,2.333,2.667,4.667,3.0,3.133,53.3,2.333
R00961,Operations,US,North America,Women,40-49,Individual contributor,1-2 years,Onsite,3.0,3.0,3.333,4.0,2.0,3.067,51.7,4.0
R00963,Operations,US,North America,Men,40-49,Team lead,< 1 year,Onsite,4.333,5.0,4.333,4.0,4.333,4.4,85.0,4.667
R00964,Operations,US,North America,Women,40-49,Senior leader,6-10 years,Onsite,4.333,1.667,2.333,4.667,2.667,3.133,53.3,4.0
R00965,Operations,US,North America,Men,40-49,Senior leader,3-5 years,Onsite,3.667,3.667,3.0,4.333,5.0,3.933,73.3,3.667
R00968,Operations,US,North America,Women,40-49,Individual contributor,3-5 years,Hybrid,3.333,3.667,2.0,2.333,4.0,3.067,51.7,3.0
R00969,Operations,US,North America,Men,50-59,Individual contributor,3-5 years,Onsite,3.667,2.667,3.667,3.333,4.0,3.467,61.7,4.0
R00970,Operations,US,North America,Women,30-39,Individual contributor,3-5 years,Onsite,4.667,4.333,1.667,4.667,2.667,3.6,65.0,4.667
R00972,Operations,US,North America,Women,40-49,Individual contributor,1-2 years,Onsite,4.333,4.667,2.333,4.667,4.0,4.0,75.0,3.667
R00973,Operations,US,North America,Women,60+,Individual contributor,3-5 years,Onsite,3.667,3.667,3.0,3.667,2.667,3.333,58.3,2.667
R00975,Operations,US,North America,Women,40-49,Team lead,1-2 years,Onsite,2.0,4.333,5.0,3.333,3.0,3.533,63.3,4.333
R00977,Operations,US,North America,Men,30-39,Manager,3-5 years,Onsite,4.0,4.0,2.333,3.667,4.333,3.667,66.7,4.667
R00979,Operations,US,North America,Women,50-59,Individual contributor,< 1 year,Onsite,4.0,5.0,2.333,4.333,3.667,3.867,71.7,4.0
R00980,Operations,US,North America,Men,50-59,Individual contributor,1-2 years,Onsite,4.333,4.333,2.333,3.333,2.667,3.4,60.0,3.333
R00982,Operations,US,North America,Men,60+,Individual contributor,6-10 years,Onsite,4.667,2.667,2.667,3.333,3.333,3.333,58.3,3.333
R00983,Operations,US,North America,Men,18-29,Team lead,< 1 year,Onsite,2.667,3.333,4.0,4.667,4.0,3.733,68.3,3.0
R00984,Operations,US,North America,Men,40-49,Individual contributor,3-5 years,Onsite,3.0,3.0,4.333,3.0,2.667,3.2,55.0,3.0
R00986,Operations,US,North America,Men,40-49,Manager,6-10 years,Onsite,3.0,4.333,3.667,2.667,3.333,3.4,60.0,4.0
R00987,Operations,US,North America,Non-binary / self-described,30-39,Team lead,1-2 years,Onsite,3.0,5.0,2.667,3.333,3.667,3.533,63.3,4.333
R00989,Operations,US,North America,Men,30-39,Individual contributor,10 years +,Onsite,3.0,4.0,2.0,4.0,4.0,3.4,60.0,2.667
R00990,Operations,US,North America,Men,18-29,Individual contributor,6-10 years,Onsite,3.0,2.333,4.333,4.0,1.0,2.933,48.3,4.667
R00993,Operations,US,North America,Men,18-29,Manager,< 1 year,Hybrid,3.0,4.0,3.667,4.333,4.667,3.933,73.3,4.667
R00994,Operations,US,North America,Men,40-49,Team lead,6-10 years,Hybrid,3.333,3.333,3.667,4.333,5.0,3.933,73.3,4.0
R00995,Operations,US,North America,Women,30-39,Individual contributor,1-2 years,Onsite,3.667,4.0,3.0,3.667,3.667,3.6,65.0,3.667
R00996,Operations,US,North America,Men,30-39,Individual contributor,1-2 years,Onsite,4.667,4.0,3.333,3.667,4.0,3.933,73.3,2.667
R01001,Operations,US,North America,Women,40-49,Team lead,6-10 years,Onsite,3.333,3.667,4.667,2.667,4.667,3.8,70.0,3.333
R01002,Operations,US,North America,Men,30-39,Individual contributor,3-5 years,Onsite,4.333,3.333,3.0,3.333,3.667,3.533,63.3,4.333
R01003,Operations,US,North America,Men,50-59,Team lead,1-2 years,Onsite,5.0,2.0,3.0,4.333,5.0,3.867,71.7,3.0
R01004,Operations,US,North America,Women,60+,Individual contributor,1-2 years,Onsite,5.0,3.333,2.667,2.667,5.0,3.733,68.3,3.333
R01005,Operations,US,North America,Women,50-59,Individual contributor,3-5 years,Onsite,3.333,4.0,2.333,3.333,4.333,3.467,61.7,3.0
R01006,Operations,US,North America,Women,30-39,Individual contributor,6-10 years,Onsite,5.0,3.0,2.333,2.667,4.0,3.4,60.0,2.333
R01007,Operations,US,North America,Men,18-29,Individual contributor,3-5 years,Hybrid,3.333,3.333,3.0,3.667,3.0,3.267,56.7,4.667
R01008,Operations,US,North America,Men,40-49,Manager,3-5 years,Onsite,4.0,3.667,3.0,3.0,5.0,3.733,68.3,4.0
R01009,Operations,US,North America,Men,30-39,Manager,6-10 years,Hybrid,4.333,3.667,2.667,4.0,5.0,3.933,73.3,3.0
R01010,Operations,US,North America,Women,40-49,Individual contributor,3-5 years,Onsite,3.0,2.667,3.667,3.0,5.0,3.467,61.7,4.0
R01013,Operations,IN,APAC,Men,18-29,Individual contributor,3-5 years,Onsite,4.0,2.0,1.0,4.0,4.667,3.133,53.3,3.333
R01014,Operations,IN,APAC,Men,50-59,Individual contributor,3-5 years,Onsite,2.667,2.0,3.0,3.0,4.333,3.0,50.0,2.333
R01016,Operations,IN,APAC,Women,40-49,Manager,1-2 years,Onsite,3.0,4.333,4.333,3.333,4.667,3.933,73.3,3.333
R01017,Operations,IN,APAC,Men,30-39,Team lead,< 1 year,Onsite,3.667,2.333,3.333,4.0,4.0,3.467,61.7,3.667
R01018,Operations,IN,APAC,Women,50-59,Team lead,< 1 year,Onsite,4.667,3.333,4.0,2.667,4.333,3.8,70.0,3.333
R01022,Operations,IN,APAC,Women,40-49,Individual contributor,10 years +,Onsite,4.0,1.667,3.667,3.0,4.333,3.333,58.3,4.0
R01024,Operations,IN,APAC,Men,50-59,Team lead,10 years +,Onsite,4.0,3.333,3.0,3.0,4.667,3.6,65.0,4.333
R01025,Operations,IN,APAC,Women,50-59,Individual contributor,6-10 years,Hybrid,2.333,2.333,2.333,3.0,4.333,2.867,46.7,3.0
R01026,Operations,IN,APAC,Men,18-29,Individual contributor,3-5 years,Onsite,3.0,2.0,4.333,3.0,3.0,3.067,51.7,3.667
R01027,Operations,IN,APAC,Men,30-39,Individual contributor,3-5 years,Hybrid,3.0,2.0,2.333,2.667,3.667,2.733,43.3,2.667
R01028,Operations,IN,APAC,Women,30-39,Team lead,3-5 years,Onsite,2.667,2.333,3.0,2.333,3.667,2.8,45.0,3.0
R01029,Operations,IN,APAC,Men,30-39,Individual contributor,6-10 years,Onsite,3.667,3.667,3.333,3.0,3.667,3.467,61.7,1.667
R01031,Operations,IN,APAC,Women,18-29,Team lead,1-2 years,Onsite,3.333,1.667,3.333,4.0,4.0,3.267,56.7,4.0
R01032,Operations,IN,APAC,Women,50-59,Team lead,10 years +,Hybrid,4.667,3.667,3.667,2.667,3.333,3.6,65.0,2.667
R01033,Operations,IN,APAC,Women,18-29,Manager,6-10 years,Onsite,3.667,2.333,4.333,3.333,4.667,3.667,66.7,3.667
R01034,Operations,IN,APAC,Women,30-39,Individual contributor,< 1 year,Hybrid,3.0,4.333,4.0,4.333,3.333,3.8,70.0,3.0
R01037,Operations,DE,EMEA,Women,30-39,Individual contributor,< 1 year,Onsite,4.0,3.0,2.667,4.0,3.333,3.4,60.0,4.667
R01038,Operations,DE,EMEA,Men,40-49,Individual contributor,1-2 years,Onsite,4.667,4.667,1.333,4.667,5.0,4.067,76.7,4.667
R01039,Operations,DE,EMEA,Women,40-49,Individual contributor,10 years +,Onsite,4.0,3.333,4.667,3.0,3.0,3.6,65.0,3.333
R01040,Operations,DE,EMEA,Men,40-49,Individual contributor,3-5 years,Onsite,3.0,2.333,4.0,3.0,3.333,3.133,53.3,2.333
R01041,Operations,DE,EMEA,Men,50-59,Individual contributor,< 1 year,Onsite,4.0,2.667,2.667,5.0,2.0,3.267,56.7,3.333
R01042,Operations,DE,EMEA,Women,50-59,Individual contributor,1-2 years,Onsite,3.333,4.333,4.0,4.333,2.667,3.733,68.3,3.333
R01044,Operations,DE,EMEA,Women,50-59,Individual contributor,10 years +,Onsite,2.667,4.667,2.333,3.0,2.333,3.0,50.0,3.0
R01045,Operations,DE,EMEA,Women,18-29,Team lead,1-2 years,Onsite,3.333,3.667,4.667,4.667,2.0,3.667,66.7,3.333
R01047,Operations,DE,EMEA,Women,50-59,Individual contributor,3-5 years,Onsite,2.0,3.0,2.667,4.0,3.0,2.933,48.3,2.667
R01048,Operations,DE,EMEA,Men,60+,Team lead,1-2 years,Onsite,4.667,4.667,3.333,4.667,1.667,3.8,70.0,3.667
R01050,Operations,DE,EMEA,Women,50-59,Individual contributor,1-2 years,Onsite,2.667,4.0,3.667,3.0,4.333,3.533,63.3,3.333
R01052,Operations,DE,EMEA,Women,40-49,Individual contributor,3-5 years,Hybrid,2.667,5.0,4.333,3.667,2.333,3.6,65.0,3.333
R01053,Operations,DE,EMEA,Men,30-39,Individual contributor,6-10 years,Onsite,3.667,4.0,2.667,3.667,3.667,3.533,63.3,3.0
R01054,Operations,DE,EMEA,Men,60+,Individual contributor,1-2 years,Onsite,3.667,2.667,2.667,4.0,4.333,3.467,61.7,3.333
R01057,Operations,DE,EMEA,Men,18-29,Individual contributor,6-10 years,Onsite,4.0,3.0,2.0,4.0,4.0,3.4,60.0,3.0
R01058,Operations,DE,EMEA,Women,18-29,Team lead,6-10 years,Onsite,3.333,3.333,3.0,3.0,2.667,3.067,51.7,3.0
R01059,Operations,DE,EMEA,Women,50-59,Individual contributor,10 years +,Onsite,4.0,5.0,3.667,3.667,3.667,4.0,75.0,4.667
R01061,Operations,DE,EMEA,Men,18-29,Individual contributor,< 1 year,Onsite,3.333,4.0,3.333,4.333,3.333,3.667,66.7,3.333
R01062,Operations,DE,EMEA,Men,18-29,Individual contributor,10 years +,Onsite,3.333,2.0,5.0,4.333,2.333,3.4,60.0,4.667
R01065,Operations,DE,EMEA,Men,30-39,Individual contributor,1-2 years,Onsite,3.0,3.333,2.667,4.333,3.0,3.267,56.7,3.0
R01066,Operations,DE,EMEA,Women,40-49,Individual contributor,3-5 years,Onsite,2.333,4.0,2.333,2.667,3.667,3.0,50.0,3.0
R01069,Operations,DE,EMEA,Women,50-59,Individual contributor,6-10 years,Onsite,3.333,4.0,2.667,3.667,3.0,3.333,58.3,4.667
R01070,Operations,DE,EMEA,Women,50-59,Manager,< 1 year,Onsite,5.0,3.667,4.0,3.667,3.333,3.933,73.3,3.333
R01071,Operations,DE,EMEA,Non-binary / self-described,18-29,Team lead,1-2 years,Onsite,3.333,4.0,3.333,4.333,4.0,3.8,70.0,5.0
R01074,Operations,DE,EMEA,Women,40-49,Senior leader,6-10 years,Onsite,5.0,3.0,3.667,4.333,4.333,4.067,76.7,3.333
R01075,Operations,DE,EMEA,Non-binary / self-described,40-49,Individual contributor,1-2 years,Remote,3.333,2.333,2.667,3.0,3.667,3.0,50.0,4.0
R01077,Operations,DE,EMEA,Women,18-29,Manager,10 years +,Onsite,4.333,4.333,4.333,3.0,4.667,4.133,78.3,5.0
R01078,Operations,DE,EMEA,Men,40-49,Individual contributor,10 years +,Onsite,3.0,4.0,3.333,4.333,4.0,3.733,68.3,4.0
R01082,Operations,DE,EMEA,Men,50-59,Individual contributor,< 1 year,Onsite,4.667,3.667,2.667,4.667,4.0,3.933,73.3,4.0
R01083,Operations,DE,EMEA,Women,30-39,Team lead,10 years +,Onsite,3.0,2.333,3.333,3.333,3.333,3.067,51.7,2.333
R01085,Operations,DE,EMEA,Women,50-59,Individual contributor,6-10 years,Onsite,4.333,3.667,2.667,4.0,2.333,3.4,60.0,3.667
R01089,Operations,IN,APAC,Women,30-39,Senior leader,6-10 years,Onsite,5.0,4.333,5.0,5.0,4.0,4.667,91.7,4.333
R01090,Operations,IN,APAC,Women,40-49,Manager,3-5 years,Hybrid,4.0,3.667,4.333,5.0,4.0,4.2,80.0,3.667
R01091,Operations,IN,APAC,Men,30-39,Team lead,6-10 years,Onsite,5.0,4.333,4.667,4.667,5.0,4.733,93.3,4.667
R01093,Operations,IN,APAC,Women,30-39,Individual contributor,10 years +,Onsite,5.0,4.0,4.333,3.0,4.667,4.2,80.0,4.667
R01094,Operations,IN,APAC,Men,40-49,Team lead,10 years +,Onsite,4.333,3.333,3.667,3.667,5.0,4.0,75.0,4.0
R01095,Operations,IN,APAC,Women,50-59,Individual contributor,3-5 years,Onsite,3.667,5.0,3.0,4.667,4.0,4.067,76.7,4.0
R01096,Operations,IN,APAC,Women,40-49,Individual contributor,3-5 years,Onsite,4.667,3.667,4.667,4.0,4.667,4.333,83.3,4.0
R01097,Operations,IN,APAC,Men,18-29,Individual contributor,6-10 years,Onsite,3.333,2.667,4.333,3.667,4.667,3.733,68.3,3.333
R01098,Operations,IN,APAC,Men,30-39,Individual contributor,1-2 years,Onsite,5.0,4.333,5.0,2.0,4.333,4.133,78.3,3.667
R01099,Operations,IN,APAC,Women,18-29,Individual contributor,1-2 years,Onsite,4.667,3.667,2.333,5.0,3.333,3.8,70.0,3.0
R01102,Operations,US,North America,Men,18-29,Manager,3-5 years,Onsite,3.667,3.333,3.0,3.0,4.333,3.467,61.7,3.667
R01103,Operations,US,North America,Men,50-59,Senior leader,1-2 years,Onsite,2.333,4.333,4.333,4.333,4.667,4.0,75.0,3.667
R01104,Operations,US,North America,Women,18-29,Individual contributor,1-2 years,Onsite,4.333,3.333,3.333,3.667,5.0,3.933,73.3,2.333
R01105,Operations,US,North America,Women,18-29,Individual contributor,< 1 year,Onsite,3.667,3.667,4.0,3.0,3.333,3.533,63.3,4.0
R01106,Operations,US,North America,Men,40-49,Individual contributor,1-2 years,Onsite,3.333,3.333,4.667,3.0,4.0,3.667,66.7,5.0
R01107,Operations,US,North America,Men,60+,Individual contributor,1-2 years,Onsite,4.333,1.667,4.333,2.0,3.667,3.2,55.0,4.0
R01108,Operations,US,North America,Men,30-39,Individual contributor,3-5 years,Onsite,4.333,2.667,2.667,2.667,2.667,3.0,50.0,1.667
R01109,Operations,US,North America,Women,40-49,Manager,3-5 years,Onsite,4.0,3.333,3.667,3.333,4.333,3.733,68.3,4.333
R01110,Operations,US,North America,Women,30-39,Individual contributor,6-10 years,Onsite,4.333,3.333,2.667,2.667,4.667,3.533,63.3,4.333
R01111,Operations,US,North America,Non-binary / self-described,30-39,Individual contributor,3-5 years,Remote,3.0,3.333,3.0,4.0,4.333,3.533,63.3,2.667
R01112,Operations,US,North America,Men,30-39,Individual contributor,3-5 years,Onsite,4.333,4.0,3.333,4.0,4.0,3.933,73.3,2.667
R01114,Operations,US,North America,Men,40-49,Individual contributor,< 1 year,Onsite,4.333,4.333,3.667,2.333,4.333,3.8,70.0,4.0
R01115,Operations,IN,APAC,Non-binary / self-described,40-49,Senior leader,< 1 year,Onsite,5.0,4.0,4.667,4.0,5.0,4.533,88.3,4.667
R01118,Operations,IN,APAC,Women,18-29,Manager,3-5 years,Hybrid,4.667,3.333,4.667,1.667,5.0,3.867,71.7,3.333
R01119,Operations,IN,APAC,Women,18-29,Team lead,1-2 years,Onsite,4.0,3.333,4.333,3.333,4.667,3.933,73.3,4.0
R01121,Operations,IN,APAC,Women,40-49,Individual contributor,< 1 year,Onsite,5.0,3.333,4.333,3.667,5.0,4.267,81.7,5.0
R01122,Operations,IN,APAC,Women,50-59,Individual contributor,3-5 years,Onsite,2.667,2.667,3.667,3.667,5.0,3.533,63.3,3.667
R01123,Operations,IN,APAC,Men,50-59,Individual contributor,1-2 years,Onsite,4.667,2.667,4.333,3.667,5.0,4.067,76.7,5.0
R01124,Operations,IN,APAC,Women,50-59,Individual contributor,3-5 years,Hybrid,3.667,3.333,5.0,4.0,5.0,4.2,80.0,3.333
R01125,Operations,IN,APAC,Men,60+,Individual contributor,1-2 years,Onsite,3.667,4.0,3.333,3.333,5.0,3.867,71.7,5.0
R01126,Operations,IN,APAC,Women,40-49,Individual contributor,3-5 years,Onsite,4.667,4.333,3.333,3.0,5.0,4.067,76.7,4.667
R01127,Operations,IN,APAC,Women,30-39,Individual contributor,1-2 years,Onsite,4.333,2.667,2.667,3.333,5.0,3.6,65.0,3.667
R01128,Operations,IN,APAC,Men,60+,Team lead,3-5 years,Onsite,5.0,3.667,4.0,3.0,5.0,4.133,78.3,5.0
R01129,Operations,IN,APAC,Men,50-59,Individual contributor,6-10 years,Hybrid,4.667,3.667,3.667,3.667,4.667,4.067,76.7,4.333
R01131,Operations,IN,APAC,Women,30-39,Individual contributor,3-5 years,Remote,3.667,3.667,3.667,2.667,5.0,3.733,68.3,3.667
R01132,Operations,IN,APAC,Men,40-49,Individual contributor,1-2 years,Onsite,5.0,4.0,4.333,3.667,5.0,4.4,85.0,4.667
R01133,Operations,IN,APAC,Men,40-49,Individual contributor,< 1 year,Onsite,3.333,4.333,5.0,4.0,5.0,4.333,83.3,5.0
R01134,Operations,IN,APAC,Non-binary / self-described,50-59,Individual contributor,1-2 years,Onsite,3.667,3.667,5.0,3.0,4.0,3.867,71.7,3.667
R01135,Operations,IN,APAC,Women,30-39,Individual contributor,10 years +,Onsite,5.0,2.0,3.0,2.0,5.0,3.4,60.0,4.0
R01136,Operations,IN,APAC,Men,50-59,Individual contributor,1-2 years,Onsite,4.333,3.0,2.333,3.667,4.667,3.6,65.0,3.333
R01137,Operations,IN,APAC,Men,40-49,Individual contributor,10 years +,Hybrid,5.0,4.0,3.0,3.0,5.0,4.0,75.0,3.667
R01139,Operations,IN,APAC,Non-binary / self-described,60+,Team lead,1-2 years,Onsite,5.0,4.333,4.333,3.667,5.0,4.467,86.7,3.667
R01140,Operations,IN,APAC,Men,30-39,Individual contributor,3-5 years,Onsite,4.0,1.667,3.667,2.667,4.667,3.333,58.3,4.0
R01141,Operations,IN,APAC,Men,30-39,Individual contributor,3-5 years,Onsite,4.333,1.333,4.667,4.667,5.0,4.0,75.0,5.0
R01142,Operations,CA,North America,Men,30-39,Individual contributor,< 1 year,Onsite,3.667,4.333,3.333,3.0,3.0,3.467,61.7,3.0
R01143,Operations,CA,North America,Men,18-29,Team lead,< 1 year,Onsite,4.667,3.333,3.667,4.0,2.667,3.667,66.7,3.333
R01145,Operations,CA,North America,Women,30-39,Individual contributor,6-10 years,Onsite,4.667,2.667,1.333,2.0,2.667,2.667,41.7,2.333
R01146,Operations,CA,North America,Women,60+,Senior leader,3-5 years,Onsite,4.667,4.333,3.333,2.667,3.333,3.667,66.7,4.667
R01149,Operations,CA,North America,Men,18-29,Individual contributor,10 years +,Onsite,3.667,2.667,3.667,3.333,3.667,3.4,60.0,3.333
R01150,Operations,CA,North America,Women,40-49,Individual contributor,< 1 year,Onsite,3.333,4.333,4.333,2.667,4.333,3.8,70.0,3.0
R01151,Operations,CA,North America,Women,40-49,Individual contributor,6-10 years,Onsite,3.667,4.333,2.667,3.333,3.0,3.4,60.0,3.0
R01152,Operations,CA,North America,Women,30-39,Individual contributor,3-5 years,Hybrid,4.667,4.667,3.0,3.333,2.667,3.667,66.7,4.333
R01155,Operations,CA,North America,Women,40-49,Individual contributor,6-10 years,Onsite,1.667,2.667,3.0,2.0,3.0,2.467,36.7,3.0
R01156,Operations,CA,North America,Women,40-49,Individual contributor,1-2 years,Remote,4.667,4.667,4.0,4.667,3.333,4.267,81.7,4.333
R01157,Operations,CA,North America,Men,40-49,Manager,3-5 years,Onsite,3.0,2.667,1.667,4.667,4.667,3.333,58.3,3.667
R01159,Operations,CA,North America,Men,40-49,Individual contributor,6-10 years,Onsite,1.667,3.0,4.333,4.667,4.0,3.533,63.3,3.333
R01160,Operations,CA,North America,Women,60+,Individual contributor,3-5 years,Onsite,2.667,2.667,2.0,1.0,4.0,2.467,36.7,2.333
R01161,Operations,CA,North America,Women,50-59,Individual contributor,< 1 year,Onsite,5.0,4.0,3.667,4.0,3.667,4.067,76.7,4.0
R01162,Operations,CA,North America,Women,18-29,Individual contributor,3-5 years,Onsite,4.333,4.0,4.0,2.667,4.333,3.867,71.7,3.0
R01163,Operations,CA,North America,Men,50-59,Team lead,3-5 years,Onsite,4.0,1.667,4.0,5.0,4.0,3.733,68.3,4.333
R01164,Operations,CA,North America,Women,30-39,Individual contributor,1-2 years,Onsite,3.667,3.333,2.333,3.0,2.667,3.0,50.0,2.333
R01167,Operations,CA,North America,Women,40-49,Team lead,3-5 years,Onsite,4.333,4.0,3.0,4.333,4.0,3.933,73.3,4.333
R01168,Operations,DE,EMEA,Women,50-59,Manager,6-10 years,Onsite,5.0,4.0,4.333,4.333,3.667,4.267,81.7,2.667
R01171,Operations,DE,EMEA,Non-binary / self-described,40-49,Individual contributor,1-2 years,Onsite,3.0,4.0,3.0,4.667,3.667,3.667,66.7,3.0
R01173,Operations,DE,EMEA,Women,50-59,Manager,6-10 years,Onsite,4.333,3.667,4.0,2.333,4.333,3.733,68.3,2.667
