response_id,team_id,department,country,region,gender_group,age_band,job_level,tenure_band,work_model,shift_worker,responded,submitted_date,enps,bel_01,bel_02,bel_03,voi_01,voi_02,voi_03,psy_01,psy_02,psy_03,fair_01,fair_02,fair_03,ldr_01,ldr_02,ldr_03,inc_out_01,inc_out_02,inc_out_03
R01135,T046,Operations,IN,APAC,Women,30-39,Individual contributor,10 years +,Onsite,1,1,2026-05-08,7,5,5,5,1,3,2,4,2,3,2,2,2,5,5,5,5,4,3
R01136,T046,Operations,IN,APAC,Men,50-59,Individual contributor,1-2 years,Onsite,1,1,2026-05-17,8,4,5,4,3,3,3,3,1,3,4,4,3,5,5,4,4,4,2
R01137,T046,Operations,IN,APAC,Men,40-49,Individual contributor,10 years +,Hybrid,0,1,2026-05-16,6,5,5,5,5,3,4,3,3,3,3,3,3,5,5,5,4,4,3
R01138,T046,Operations,IN,APAC,Women,18-29,Individual contributor,1-2 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01139,T046,Operations,IN,APAC,Non-binary / self-described,60+,Team lead,1-2 years,Onsite,0,1,2026-05-15,10,5,5,5,4,5,4,5,4,4,4,3,4,5,5,5,4,4,3
R01140,T046,Operations,IN,APAC,Men,30-39,Individual contributor,3-5 years,Onsite,0,1,2026-05-05,8,4,4,4,2,2,1,4,3,4,2,2,4,5,5,4,5,3,4
R01141,T046,Operations,IN,APAC,Men,30-39,Individual contributor,3-5 years,Onsite,1,1,2026-05-06,8,4,5,4,1,1,2,4,5,5,5,4,5,5,5,5,5,5,5
R01142,T047,Operations,CA,North America,Men,30-39,Individual contributor,< 1 year,Onsite,1,1,2026-05-11,8,4,3,4,4,4,5,3,3,4,4,1,4,3,3,3,3,3,3
R01143,T047,Operations,CA,North America,Men,18-29,Team lead,< 1 year,Onsite,1,1,2026-05-12,10,5,5,4,2,4,4,3,4,4,4,3,5,4,2,2,4,4,2
R01144,T047,Operations,CA,North America,Men,18-29,Individual contributor,3-5 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01145,T047,Operations,CA,North America,Women,30-39,Individual contributor,6-10 years,Onsite,0,1,2026-05-06,7,5,5,4,2,3,3,1,1,2,1,2,3,2,3,3,2,3,2
R01146,T047,Operations,CA,North America,Women,60+,Senior leader,3-5 years,Onsite,1,1,2026-05-08,9,5,5,4,4,5,4,3,3,4,2,2,4,3,4,3,5,4,5
R01147,T047,Operations,CA,North America,Women,18-29,Team lead,1-2 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01148,T047,Operations,CA,North America,Women,40-49,Manager,1-2 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R01149,T047,Operations,CA,North America,Men,18-29,Individual contributor,10 years +,Onsite,1,1,2026-05-11,5,3,4,4,3,2,3,4,3,4,3,3,4,4,3,4,4,2,4
R01150,T047,Operations,CA,North America,Women,40-49,Individual contributor,< 1 year,Onsite,1,1,2026-05-21,7,4,3,3,5,4,4,4,4,5,3,2,3,4,4,5,2,4,3
R01151,T047,Operations,CA,North America,Women,40-49,Individual contributor,6-10 years,Onsite,1,1,2026-05-04,4,4,4,3,4,5,4,2,3,3,5,2,3,3,3,3,4,2,3
R01152,T047,Operations,CA,North America,Women,30-39,Individual contributor,3-5 years,Hybrid,0,1,2026-05-06,8,5,5,4,4,5,5,3,3,3,3,3,4,3,3,2,4,4,5
R01153,T047,Operations,CA,North America,Men,50-59,Individual contributor,< 1 year,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R01154,T047,Operations,CA,North America,Women,40-49,Individual contributor,3-5 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01155,T047,Operations,CA,North America,Women,40-49,Individual contributor,6-10 years,Onsite,1,1,2026-05-04,5,2,2,1,2,3,3,3,2,4,2,2,2,4,2,3,4,2,3
R01156,T047,Operations,CA,North America,Women,40-49,Individual contributor,1-2 years,Remote,0,1,2026-05-14,8,5,5,4,4,5,5,4,4,4,5,4,5,4,3,3,4,5,4
R01157,T047,Operations,CA,North America,Men,40-49,Manager,3-5 years,Onsite,1,1,2026-05-16,9,3,3,3,2,3,3,2,2,1,5,4,5,5,4,5,3,5,3
R01158,T047,Operations,CA,North America,Men,30-39,Team lead,1-2 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R01159,T047,Operations,CA,North America,Men,40-49,Individual contributor,6-10 years,Onsite,1,1,2026-05-21,7,2,1,2,4,3,2,4,4,5,5,5,4,5,4,3,4,3,3
R01160,T047,Operations,CA,North America,Women,60+,Individual contributor,3-5 years,Onsite,1,1,2026-05-09,7,3,2,3,2,4,2,2,2,2,1,1,1,4,4,4,2,2,3
R01161,T047,Operations,CA,North America,Women,50-59,Individual contributor,< 1 year,Onsite,0,1,2026-05-12,8,5,5,5,4,4,4,3,3,5,4,5,3,5,3,3,4,4,4
R01162,T047,Operations,CA,North America,Women,18-29,Individual contributor,3-5 years,Onsite,1,1,2026-05-06,6,5,4,4,4,4,4,4,4,4,3,2,3,4,5,4,4,3,2
R01163,T047,Operations,CA,North America,Men,50-59,Team lead,3-5 years,Onsite,1,1,2026-05-06,8,4,4,4,2,1,2,3,4,5,5,5,5,4,4,4,4,4,5
R01164,T047,Operations,CA,North America,Women,30-39,Individual contributor,1-2 years,Onsite,1,1,2026-05-22,6,4,4,3,3,4,3,2,2,3,4,2,3,3,2,3,3,2,2
R01165,T047,Operations,CA,North America,Women,18-29,Team lead,1-2 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01166,T047,Operations,CA,North America,Men,30-39,Individual contributor,6-10 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01167,T047,Operations,CA,North America,Women,40-49,Team lead,3-5 years,Onsite,1,1,2026-05-11,8,5,5,3,4,4,4,3,3,3,4,5,4,4,4,4,4,5,4
R01168,T048,Operations,DE,EMEA,Women,50-59,Manager,6-10 years,Onsite,1,1,2026-05-22,5,5,5,5,4,4,4,4,4,5,3,5,5,4,3,4,3,3,2
R01169,T048,Operations,DE,EMEA,Men,30-39,Individual contributor,3-5 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01170,T048,Operations,DE,EMEA,Women,50-59,Team lead,3-5 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01171,T048,Operations,DE,EMEA,Non-binary / self-described,40-49,Individual contributor,1-2 years,Onsite,1,1,2026-05-11,7,4,2,3,4,4,4,3,3,3,4,5,5,4,4,3,2,4,3
R01172,T048,Operations,DE,EMEA,Men,30-39,Individual contributor,3-5 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01173,T048,Operations,DE,EMEA,Women,50-59,Manager,6-10 years,Onsite,1,1,2026-05-05,5,5,4,4,4,3,4,5,3,4,2,2,3,4,5,4,4,3,1
R01174,T048,Operations,DE,EMEA,Women,18-29,Individual contributor,1-2 years,Onsite,1,1,2026-05-12,6,3,4,3,4,4,3,3,2,4,2,2,3,4,5,5,3,2,3
R01175,T048,Operations,DE,EMEA,Women,18-29,Individual contributor,6-10 years,Remote,0,1,2026-05-04,8,3,3,3,3,3,3,2,3,4,4,4,4,4,4,4,3,4,4
R01176,T048,Operations,DE,EMEA,Women,30-39,Team lead,10 years +,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01177,T048,Operations,DE,EMEA,Women,30-39,Individual contributor,3-5 years,Onsite,1,1,2026-05-22,7,5,5,4,2,2,2,4,5,4,3,3,3,4,5,4,4,3,4
R01178,T048,Operations,DE,EMEA,Men,30-39,Individual contributor,6-10 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R01179,T049,Customer Service,PL,EMEA,Women,18-29,Individual contributor,6-10 years,Onsite,0,1,2026-05-20,8,4,4,5,5,5,4,4,4,5,2,2,3,5,5,4,4,4,5
R01180,T049,Customer Service,PL,EMEA,Women,30-39,Individual contributor,3-5 years,Onsite,0,1,2026-05-12,8,5,5,5,4,5,4,5,4,4,3,2,3,3,4,4,5,5,4
R01181,T049,Customer Service,PL,EMEA,Men,60+,Team lead,1-2 years,Onsite,0,1,2026-05-21,9,5,5,5,2,3,3,4,4,2,4,4,4,5,5,5,4,3,4
R01182,T049,Customer Service,PL,EMEA,Women,50-59,Individual contributor,10 years +,Hybrid,0,1,2026-05-07,8,4,4,5,3,4,4,3,3,2,3,4,3,5,5,5,4,5,5
R01183,T049,Customer Service,PL,EMEA,Women,60+,Individual contributor,6-10 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01184,T049,Customer Service,PL,EMEA,Women,40-49,Manager,6-10 years,Onsite,1,1,2026-05-22,10,4,5,4,5,4,5,5,5,5,5,3,5,5,5,5,5,5,4
R01185,T049,Customer Service,PL,EMEA,Women,50-59,Individual contributor,3-5 years,Remote,0,1,2026-05-06,8,5,4,4,5,5,5,4,5,4,4,3,5,5,4,4,4,4,4
R01186,T049,Customer Service,PL,EMEA,Non-binary / self-described,50-59,Team lead,< 1 year,Onsite,0,1,2026-05-06,8,5,5,5,3,4,5,4,4,5,5,5,5,5,5,5,5,4,5
R01187,T049,Customer Service,PL,EMEA,Men,40-49,Individual contributor,10 years +,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01188,T049,Customer Service,PL,EMEA,Men,30-39,Team lead,1-2 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01189,T049,Customer Service,PL,EMEA,Non-binary / self-described,30-39,Individual contributor,6-10 years,Onsite,1,1,2026-05-22,8,5,4,5,4,4,4,3,4,4,2,2,4,5,5,5,5,4,4
R01190,T049,Customer Service,PL,EMEA,Women,18-29,Individual contributor,6-10 years,Onsite,0,1,2026-05-13,7,4,5,4,5,5,5,4,3,4,3,3,2,5,5,5,3,4,3
R01191,T049,Customer Service,PL,EMEA,Men,40-49,Individual contributor,3-5 years,Onsite,0,1,2026-05-14,10,5,4,4,5,5,5,4,4,4,3,3,3,4,4,5,4,5,5
R01192,T049,Customer Service,PL,EMEA,Men,40-49,Individual contributor,6-10 years,Onsite,0,1,2026-05-14,10,4,5,3,5,3,4,4,5,5,4,4,4,5,5,5,5,4,5
R01193,T049,Customer Service,PL,EMEA,Men,18-29,Individual contributor,1-2 years,Onsite,0,1,2026-05-22,6,5,4,4,2,3,2,5,4,5,4,3,4,4,5,3,3,3,4
R01194,T049,Customer Service,PL,EMEA,Women,50-59,Individual contributor,6-10 years,Onsite,1,1,2026-05-04,7,4,3,3,4,5,5,5,5,5,1,3,2,3,4,4,4,4,3
R01195,T049,Customer Service,PL,EMEA,Women,30-39,Individual contributor,< 1 year,Onsite,0,1,2026-05-05,10,5,5,4,4,4,4,3,2,2,5,5,4,5,5,5,5,5,4
R01196,T049,Customer Service,PL,EMEA,Men,40-49,Individual contributor,1-2 years,Remote,0,1,2026-05-15,10,5,5,5,5,5,5,5,4,5,3,3,4,5,4,5,5,5,5
R01197,T050,Customer Service,PL,EMEA,Women,50-59,Manager,< 1 year,Onsite,0,1,2026-05-05,9,5,5,5,5,5,4,4,4,5,3,3,5,3,4,3,3,4,4
R01198,T050,Customer Service,PL,EMEA,Women,40-49,Individual contributor,3-5 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R01199,T050,Customer Service,PL,EMEA,Men,40-49,Individual contributor,3-5 years,Onsite,0,1,2026-05-17,7,5,4,5,4,4,2,2,2,2,2,4,4,5,5,5,3,2,3
R01200,T050,Customer Service,PL,EMEA,Women,18-29,Individual contributor,< 1 year,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01201,T050,Customer Service,PL,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,1,1,2026-05-07,8,3,4,2,4,4,4,3,2,4,3,4,3,5,4,5,4,4,4
R01202,T050,Customer Service,PL,EMEA,Men,40-49,Individual contributor,6-10 years,Onsite,0,1,2026-05-04,9,4,4,4,4,4,4,2,3,4,4,2,3,3,4,3,4,4,4
R01203,T050,Customer Service,PL,EMEA,Women,30-39,Individual contributor,3-5 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R01204,T050,Customer Service,PL,EMEA,Men,40-49,Individual contributor,< 1 year,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01205,T050,Customer Service,PL,EMEA,Women,30-39,Individual contributor,6-10 years,Onsite,0,1,2026-05-14,8,5,5,5,5,5,5,3,4,4,3,1,3,5,4,4,4,3,3
R01206,T050,Customer Service,PL,EMEA,Men,30-39,Individual contributor,3-5 years,Onsite,1,1,2026-05-22,7,3,4,2,3,3,4,4,3,2,3,2,3,4,4,3,5,3,3
R01207,T050,Customer Service,PL,EMEA,Women,30-39,Team lead,< 1 year,Remote,0,1,2026-05-19,8,4,5,4,4,5,4,4,4,4,2,3,2,4,4,4,4,3,2
R01208,T050,Customer Service,PL,EMEA,Women,50-59,Individual contributor,1-2 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01209,T050,Customer Service,PL,EMEA,Men,18-29,Individual contributor,6-10 years,Remote,0,1,2026-05-05,6,3,4,3,3,4,3,4,4,5,3,2,3,4,4,5,3,3,3
R01210,T050,Customer Service,PL,EMEA,Men,18-29,Individual contributor,1-2 years,Hybrid,0,1,2026-05-21,4,4,3,4,5,5,5,3,4,3,4,1,2,4,4,4,4,3,3
R01211,T050,Customer Service,PL,EMEA,Men,30-39,Individual contributor,< 1 year,Hybrid,0,1,2026-05-06,7,4,3,4,2,3,2,4,4,3,3,2,2,3,5,4,2,1,3
R01212,T050,Customer Service,PL,EMEA,Women,60+,Individual contributor,3-5 years,Onsite,1,1,2026-05-06,8,4,5,3,2,3,1,5,4,5,2,3,3,3,3,4,4,3,2
R01213,T050,Customer Service,PL,EMEA,Men,40-49,Manager,6-10 years,Hybrid,0,1,2026-05-11,10,5,5,5,2,5,4,5,5,4,3,2,4,5,5,5,5,5,4
R01214,T050,Customer Service,PL,EMEA,Men,30-39,Individual contributor,3-5 years,Onsite,1,1,2026-05-05,8,5,5,4,4,3,3,3,4,5,3,3,2,4,4,4,4,3,4
R01215,T050,Customer Service,PL,EMEA,Men,40-49,Team lead,3-5 years,Remote,0,1,2026-05-10,9,5,5,4,4,4,3,3,3,4,4,4,4,5,5,4,4,4,3
R01216,T050,Customer Service,PL,EMEA,Women,50-59,Team lead,3-5 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01217,T050,Customer Service,PL,EMEA,Men,18-29,Individual contributor,6-10 years,Onsite,1,1,2026-05-22,7,4,3,3,3,2,3,3,4,4,4,5,4,5,5,5,4,3,4
R01218,T050,Customer Service,PL,EMEA,Women,40-49,Team lead,6-10 years,Onsite,0,1,2026-05-05,6,5,4,5,4,3,3,2,3,2,2,2,3,5,5,5,4,3,3
R01219,T050,Customer Service,PL,EMEA,Men,30-39,Individual contributor,< 1 year,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R01220,T050,Customer Service,PL,EMEA,Men,40-49,Individual contributor,1-2 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R01221,T051,Customer Service,PL,EMEA,Women,40-49,Individual contributor,10 years +,Onsite,0,1,2026-05-06,9,4,5,4,4,5,4,4,5,4,3,4,4,3,4,4,4,4,5
R01222,T051,Customer Service,PL,EMEA,Women,18-29,Individual contributor,< 1 year,Onsite,0,1,2026-05-06,7,4,5,5,5,5,4,2,3,3,3,4,4,4,4,5,3,3,2
R01223,T051,Customer Service,PL,EMEA,Men,18-29,Team lead,6-10 years,Hybrid,0,1,2026-05-11,7,4,3,4,5,5,5,2,2,3,2,2,2,4,4,4,3,4,2
R01224,T051,Customer Service,PL,EMEA,Men,18-29,Individual contributor,3-5 years,Remote,0,1,2026-05-11,7,5,4,4,4,4,3,3,4,4,3,2,4,3,3,2,3,4,2
R01225,T051,Customer Service,PL,EMEA,Women,50-59,Team lead,6-10 years,Hybrid,0,1,2026-05-12,8,5,5,5,4,5,4,4,3,5,2,2,2,5,5,5,5,3,4
R01226,T051,Customer Service,PL,EMEA,Men,40-49,Individual contributor,6-10 years,Onsite,0,1,2026-05-22,6,4,3,3,2,3,4,3,3,3,2,1,2,5,5,4,4,3,2
R01227,T051,Customer Service,PL,EMEA,Men,18-29,Individual contributor,< 1 year,Onsite,0,1,2026-05-17,8,5,5,5,2,2,2,4,2,3,4,4,4,5,4,4,3,1,2
R01228,T051,Customer Service,PL,EMEA,Men,40-49,Manager,1-2 years,Onsite,0,1,2026-05-11,8,3,5,5,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5
R01229,T051,Customer Service,PL,EMEA,Women,40-49,Individual contributor,6-10 years,Onsite,1,1,2026-05-15,8,5,5,5,3,3,3,4,4,4,2,4,4,3,4,3,4,4,4
R01230,T051,Customer Service,PL,EMEA,Women,60+,Team lead,< 1 year,Onsite,0,1,2026-05-05,10,4,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,4,5
R01231,T051,Customer Service,PL,EMEA,Men,30-39,Individual contributor,1-2 years,Onsite,0,1,2026-05-12,7,4,3,2,4,3,4,5,4,4,2,3,3,3,4,3,3,2,4
R01232,T051,Customer Service,PL,EMEA,Women,40-49,Team lead,< 1 year,Hybrid,0,1,2026-05-15,10,5,4,4,5,5,4,4,5,4,5,4,5,4,4,3,5,5,5
R01233,T051,Customer Service,PL,EMEA,Women,40-49,Team lead,6-10 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01234,T051,Customer Service,PL,EMEA,Men,50-59,Individual contributor,< 1 year,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R01235,T051,Customer Service,PL,EMEA,Non-binary / self-described,30-39,Individual contributor,1-2 years,Onsite,0,1,2026-05-05,7,5,4,5,4,1,3,2,2,3,5,3,4,4,4,4,5,4,3
R01236,T051,Customer Service,PL,EMEA,Men,18-29,Individual contributor,1-2 years,Hybrid,0,1,2026-05-10,7,4,4,4,4,4,2,3,4,4,2,3,3,4,5,5,4,4,4
R01237,T051,Customer Service,PL,EMEA,Men,18-29,Team lead,6-10 years,Onsite,0,1,2026-05-20,7,4,5,4,4,4,4,4,3,2,2,4,3,4,5,5,4,4,3
R01238,T051,Customer Service,PL,EMEA,Men,30-39,Individual contributor,3-5 years,Onsite,0,1,2026-05-08,8,4,4,4,4,4,4,3,4,3,2,3,4,5,5,5,5,3,4
R01239,T051,Customer Service,PL,EMEA,Women,40-49,Team lead,6-10 years,Onsite,0,1,2026-05-05,7,4,4,4,5,4,5,3,4,3,2,2,2,4,4,4,5,3,5
R01240,T051,Customer Service,PL,EMEA,Women,30-39,Individual contributor,10 years +,Onsite,0,1,2026-05-22,7,3,3,4,3,5,4,3,3,3,2,2,4,5,5,5,4,2,3
R01241,T051,Customer Service,PL,EMEA,Men,30-39,Individual contributor,3-5 years,Onsite,0,1,2026-05-06,7,3,4,4,3,4,4,5,5,5,4,4,5,2,3,3,4,3,4
R01242,T051,Customer Service,PL,EMEA,Men,30-39,Team lead,3-5 years,Onsite,1,1,2026-05-17,6,4,3,3,4,5,5,2,4,4,3,4,5,5,5,4,3,4,4
R01243,T051,Customer Service,PL,EMEA,Non-binary / self-described,60+,Individual contributor,3-5 years,Onsite,1,1,2026-05-05,8,2,3,2,4,4,4,3,3,2,3,3,3,4,4,3,3,3,3
R01244,T051,Customer Service,PL,EMEA,Men,50-59,Individual contributor,3-5 years,Onsite,1,1,2026-05-11,9,3,4,3,5,4,4,3,4,5,4,2,5,3,4,3,4,4,3
R01245,T051,Customer Service,PL,EMEA,Men,18-29,Team lead,3-5 years,Onsite,1,1,2026-05-16,4,5,4,3,3,5,4,3,4,5,3,3,4,2,4,5,3,3,3
R01246,T052,Customer Service,IN,APAC,Men,40-49,Team lead,6-10 years,Onsite,1,1,2026-05-15,8,4,5,3,2,3,3,4,4,3,3,3,4,4,4,3,5,4,4
R01247,T052,Customer Service,IN,APAC,Men,30-39,Team lead,3-5 years,Onsite,1,1,2026-05-04,7,5,5,4,4,4,4,4,4,3,3,5,2,5,4,5,3,3,2
R01248,T052,Customer Service,IN,APAC,Women,30-39,Individual contributor,3-5 years,Onsite,1,1,2026-05-15,6,4,2,2,5,3,2,3,2,2,2,3,2,3,3,2,2,1,2
R01249,T052,Customer Service,IN,APAC,Men,30-39,Individual contributor,6-10 years,Onsite,1,1,2026-05-06,7,2,3,3,4,4,4,3,3,4,4,3,5,4,4,3,4,3,3
R01250,T052,Customer Service,IN,APAC,Women,18-29,Individual contributor,6-10 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R01251,T052,Customer Service,IN,APAC,Men,30-39,Individual contributor,6-10 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R01252,T052,Customer Service,IN,APAC,Men,30-39,Individual contributor,< 1 year,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01253,T052,Customer Service,IN,APAC,Women,30-39,Team lead,6-10 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01254,T052,Customer Service,IN,APAC,Men,18-29,Team lead,3-5 years,Onsite,1,1,2026-05-07,6,5,5,5,2,3,4,5,3,4,2,2,4,3,3,4,4,3,4
R01255,T052,Customer Service,IN,APAC,Women,50-59,Individual contributor,3-5 years,Onsite,1,1,2026-05-16,3,4,3,3,3,4,3,2,1,4,4,4,4,4,3,2,1,3,3
R01256,T052,Customer Service,IN,APAC,Men,50-59,Individual contributor,1-2 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01257,T052,Customer Service,IN,APAC,Women,40-49,Individual contributor,6-10 years,Onsite,0,1,2026-05-14,7,3,2,1,3,1,3,2,3,3,3,3,3,3,3,3,4,4,3
R01258,T052,Customer Service,IN,APAC,Women,30-39,Individual contributor,3-5 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01259,T052,Customer Service,IN,APAC,Women,30-39,Individual contributor,1-2 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R01260,T052,Customer Service,IN,APAC,Men,30-39,Individual contributor,1-2 years,Hybrid,0,1,2026-05-21,6,5,5,4,2,2,3,5,5,4,5,4,5,2,3,3,3,4,3
R01261,T053,Customer Service,PL,EMEA,Women,18-29,Manager,10 years +,Onsite,1,1,2026-05-21,7,5,4,5,4,5,4,2,3,2,3,4,4,5,5,5,4,5,4
R01262,T053,Customer Service,PL,EMEA,Women,18-29,Individual contributor,3-5 years,Onsite,0,1,2026-05-05,6,3,2,2,4,5,4,3,4,3,3,4,4,2,3,4,3,3,3
R01263,T053,Customer Service,PL,EMEA,Women,40-49,Individual contributor,1-2 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R01264,T053,Customer Service,PL,EMEA,Men,30-39,Individual contributor,10 years +,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R01265,T053,Customer Service,PL,EMEA,Women,40-49,Individual contributor,3-5 years,Remote,0,1,2026-05-18,7,5,3,3,4,3,5,2,4,3,3,2,2,5,5,4,3,2,4
R01266,T053,Customer Service,PL,EMEA,Women,30-39,Individual contributor,3-5 years,Onsite,0,1,2026-05-04,9,3,3,4,3,4,4,3,2,4,4,4,5,2,3,2,4,4,4
R01267,T053,Customer Service,PL,EMEA,Men,18-29,Manager,10 years +,Onsite,1,1,2026-05-07,6,3,3,3,3,5,4,3,3,3,3,3,3,4,5,3,3,3,3
R01268,T053,Customer Service,PL,EMEA,Women,50-59,Individual contributor,10 years +,Onsite,0,1,2026-05-22,9,5,5,5,4,5,4,2,3,3,5,3,4,5,4,2,4,5,4
R01269,T053,Customer Service,PL,EMEA,Women,30-39,Individual contributor,6-10 years,Onsite,0,1,2026-05-22,7,2,3,3,4,4,1,5,4,5,4,4,3,5,5,4,3,5,4
R01270,T053,Customer Service,PL,EMEA,Men,40-49,Individual contributor,6-10 years,Onsite,1,1,2026-05-10,7,4,3,4,3,4,4,5,5,4,4,2,3,2,3,3,4,3,4
R01271,T053,Customer Service,PL,EMEA,Men,30-39,Individual contributor,10 years +,Onsite,0,1,2026-05-07,6,4,3,3,5,5,5,4,4,4,4,3,2,3,4,4,4,5,3
R01272,T053,Customer Service,PL,EMEA,Men,30-39,Individual contributor,1-2 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01273,T053,Customer Service,PL,EMEA,Women,50-59,Individual contributor,3-5 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R01274,T053,Customer Service,PL,EMEA,Men,18-29,Individual contributor,3-5 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01275,T053,Customer Service,PL,EMEA,Women,50-59,Individual contributor,3-5 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01276,T053,Customer Service,PL,EMEA,Women,18-29,Team lead,3-5 years,Hybrid,0,1,2026-05-15,10,4,4,4,4,4,3,3,4,4,3,3,5,4,4,3,4,5,3
R01277,T053,Customer Service,PL,EMEA,Men,40-49,Individual contributor,< 1 year,Onsite,0,1,2026-05-04,7,5,5,5,4,5,5,4,3,4,3,2,3,5,5,5,5,3,4
R01278,T053,Customer Service,PL,EMEA,Non-binary / self-described,40-49,Team lead,10 years +,Onsite,1,1,2026-05-04,8,4,4,4,3,3,4,3,3,4,5,4,4,3,5,4,4,5,3
R01279,T053,Customer Service,PL,EMEA,Women,60+,Individual contributor,6-10 years,Onsite,0,1,2026-05-12,8,4,3,4,4,3,3,4,3,4,4,5,5,4,4,4,5,5,3
R01280,T053,Customer Service,PL,EMEA,Women,50-59,Individual contributor,3-5 years,Hybrid,0,1,2026-05-22,9,3,3,2,3,4,4,4,4,5,4,4,4,4,4,3,5,4,5
R01281,T053,Customer Service,PL,EMEA,Women,18-29,Team lead,6-10 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R01282,T053,Customer Service,PL,EMEA,Men,30-39,Manager,6-10 years,Onsite,1,1,2026-05-09,9,5,5,5,3,4,5,2,3,5,4,4,4,5,5,4,3,4,4
R01283,T053,Customer Service,PL,EMEA,Women,40-49,Individual contributor,10 years +,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01284,T053,Customer Service,PL,EMEA,Men,18-29,Manager,6-10 years,Onsite,0,1,2026-05-15,5,4,5,5,4,4,3,1,2,3,2,4,4,4,5,5,3,3,3
R01285,T053,Customer Service,PL,EMEA,Women,40-49,Manager,3-5 years,Onsite,0,1,2026-05-11,7,4,5,4,5,5,5,4,4,5,3,3,2,4,4,4,3,4,3
R01286,T053,Customer Service,PL,EMEA,Women,30-39,Manager,6-10 years,Hybrid,0,1,2026-05-15,8,4,4,3,5,4,4,3,2,4,2,4,3,5,4,5,4,4,3
R01287,T053,Customer Service,PL,EMEA,Women,60+,Individual contributor,< 1 year,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01288,T053,Customer Service,PL,EMEA,Non-binary / self-described,18-29,Individual contributor,1-2 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01289,T053,Customer Service,PL,EMEA,Women,60+,Individual contributor,1-2 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R01290,T053,Customer Service,PL,EMEA,Non-binary / self-described,40-49,Individual contributor,1-2 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01291,T053,Customer Service,PL,EMEA,Men,40-49,Team lead,6-10 years,Onsite,1,0,,,,,,,,,,,,,,,,,,,,
R01292,T053,Customer Service,PL,EMEA,Men,18-29,Individual contributor,3-5 years,Hybrid,0,1,2026-05-04,7,4,4,3,2,3,2,3,4,4,1,2,2,4,5,3,3,3,4
R01293,T053,Customer Service,PL,EMEA,Men,18-29,Individual contributor,< 1 year,Remote,0,1,2026-05-08,6,3,3,3,3,3,2,3,3,3,3,4,5,4,4,3,5,3,3
R01294,T053,Customer Service,PL,EMEA,Women,18-29,Individual contributor,6-10 years,Remote,0,1,2026-05-10,7,5,5,3,2,3,3,3,3,2,3,3,4,5,4,4,3,3,4
